date,symbol,name,board,close,score,turnover,ret_3,ret_5,volume_ratio_5,market_limit_hits,suggest_reason,tail_ret_1430_1457,tail_ret_1450_1457,tail_volume_ratio,tail_limit_gap,pct_chg,limit_gap
2026-06-17,002297.SZ,博云新材,main,25.78,0.4010167259172361,0.0,0.14884135472370774,0.23763802208353346,0.9591245333265956,141,"short momentum, strong market mood",0.035598705501618255,-0.016141429669484952,0.21886923443685774,0.02695312499999991,0.07866108786610893,0.019782777346780467
2026-06-17,000066.SZ,中国长城,main,17.81,0.23895079584947665,0.0,0.1482914248871694,0.10346964064436182,1.7638955197329123,141,"volume expansion, short momentum, strong market mood",0.03703703703703698,-0.0039525691699604515,0.38947016745844876,0.035147392290249435,0.07289156626505999,0.025266704098821036
2026-06-17,002171.SZ,楚江新材,main,15.0,0.20571734873421987,0.0,0.10375275938189854,0.18110236220472453,1.37394435374896,141,"short momentum, strong market mood",0.027341079972658777,0.0020000000000000018,0.21786515622056687,0.04923486360612106,0.046025104602510414,0.05133333333333323
2026-06-17,002726.SZ,ST龙大,main,1.48,0.12927705816205465,0.0,0.020689655172413834,-0.013333333333333308,1.0140533415442559,141,strong market mood,-0.013333333333333308,-0.019867549668874163,0.13826023443804625,0.09459459459459474,-0.038961038961038974,0.09459459459459474
2026-06-17,002289.SZ,*ST宇顺,main,41.36,0.09434052981455794,0.0,0.03400000000000003,0.08584930427933823,1.1271804027320789,141,strong market mood,0.000970873786407811,-0.010793955384984288,0.07858867133208164,0.035402521823472366,0.016965822473567593,0.03239845261121865
2026-06-17,002851.SZ,麦格米特,main,178.9,0.07284073903741914,0.0,0.32283348121857425,0.2286244076643087,1.7182486305317557,141,"volume expansion, short momentum, strong market mood",0.003921788335480958,-0.004168056018672872,0.0881104108368094,0.0045203415369161615,0.09325348325592775,0.006148686416992621
2026-06-17,600678.SH,ST金顶,main,6.39,0.06974503251728642,0.0,0.06499999999999995,0.08673469387755106,2.353368978922195,141,"volume expansion, short momentum, strong market mood",-0.0031201248049922414,-0.004672897196261738,0.0566241700974523,0.0876369327073554,-0.03474320241691853,0.0876369327073554
2026-06-17,601991.SH,大唐发电,main,9.13,0.06928971624427997,0.0,0.1285537700865267,0.17654639175257736,1.4047455708560093,141,"short momentum, strong market mood",0.0,-0.00548847420417109,0.10149405558612404,0.056291390728476776,0.04942528735632212,0.04819277108433728
2026-06-17,000539.SZ,粤电力Ａ,main,8.22,0.06728545606587498,0.0,0.11989100817438714,0.09163346613545831,1.7484811454144107,141,"volume expansion, short momentum, strong market mood",0.009840098400984099,-0.002430133657351119,0.08474593974488852,0.032886723507917104,0.06614785992217898,0.031630170316301776
2026-06-17,002409.SZ,雅克科技,main,147.92,0.06678949742664483,0.0,0.11226408000601529,0.2070175438596491,0.7852594670790363,141,"short momentum, strong market mood",0.012295081967212962,0.002977801840822858,0.0915744624727717,0.022537112010796223,0.07375145180023224,0.024472687939426807
